INCIDENT_ID,FIRST_OCCURENCE_DATE,LAST_OCCURENCE_DATE,REPORTDATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,DISTRICT_ID,PRECINCT_ID,OFFENSE_CODE,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,MJ_RELATION_TYPE,NEIGHBORHOOD_ID
2015120690,04-Mar-15,04-Mar-15,04-Mar-15,1191 S BANNOCK ST,3143412,1678505,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
2015599317,14-Oct-15,14-Oct-15,14-Oct-15,746 S WOLFF ST,3127153,1681439,4,412,1315,AGGRAVATED ASSAULT,Agg ASLT-Firearm,"NON-INDUSTRY",westwood
201360092,06-Feb-13,,06-Feb-13,1499 N BROADWAY ST,3144130,1694794,6,611,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",civic-center
201356859,26-Jan-13,26-Jan-13,04-Feb-13,5195 E 39TH AVE,3160986,1706496,2,221,2308,THEFT - FROM BLDG,Larceny,"INDUSTRY",northeast-park-hill
2016243893,19-Apr-16,20-Apr-16,20-Apr-16,1015 W EVANS AVE,3140803,1672548,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",college-view-south-platte
2015312715,06-Jun-15,06-Jun-15,06-Jun-15,6302 E COLFAX AVE,3164607,1694932,2,222,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",montclair
2013448756,18-Sep-13,18-Sep-13,18-Sep-13,2291 S KALAMATH ST,3140449,1671192,4,422,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",college-view-south-platte
2014501078,21-Sep-14,21-Sep-14,21-Sep-14,8135 E COLFAX AVE,3170631,1695110,2,223,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"NON-INDUSTRY",east-colfax
2013447886,18-Sep-13,18-Sep-13,18-Sep-13,4373 N JASON ST,3140596,1708036,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sunnyside
20146004060,01-May-14,02-May-14,07-May-14,424 N LIPAN ST,3140367,1688657,3,311,2399,THEFT - OTHER,Larceny,"INDUSTRY",baker
2013428328,06-Sep-13,07-Sep-13,07-Sep-13,6302 E COLFAX AVE,3164607,1694932,2,222,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",montclair
2014644518,05-Dec-14,05-Dec-14,05-Dec-14,395 N YUMA ST,3136294,1688197,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
201510609,05-Jan-15,06-Jan-15,06-Jan-15,8100 E COLFAX AVE,3170515,1694946,2,223,1315,AGGRAVATED ASSAULT,Agg ASLT-Firearm,"NON-INDUSTRY",east-colfax
2015380779,07-Jul-15,,07-Jul-15,4572 N FREEPORT WAY,3192732,1708341,5,512,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"NON-INDUSTRY",montbello
20168307,04-Jan-16,04-Jan-16,05-Jan-16,777 N CANOSA CT,3134946,1690779,1,122,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",sun-valley
2015637687,31-Oct-15,31-Oct-15,31-Oct-15,884 S IVY ST,3163121,1680528,3,322,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",washington-virginia-vale
2015171263,29-Mar-15,29-Mar-15,29-Mar-15,120 S KALAMATH ST,3140718,1685493,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",baker
2014282243,02-Jun-14,,02-Jun-14,1239 W NEVADA PL,3139939,1684058,4,412,5312,DISTURBING THE PEACE,All Other Crimes,"INDUSTRY",athmar-park
2014340194,02-Jul-14,02-Jul-14,02-Jul-14,20 E COLORADO AVE,3144290,1674371,3,313,1202,ROBBERY - BUSINESS,Robbery-Business,"NON-INDUSTRY",platt-park
201555357,28-Jan-15,29-Jan-15,29-Jan-15,4105 N JASON ST,3140597,1706917,1,112,5707,CRIMINAL TRESPASSING,All Other Crimes,"INDUSTRY",sunnyside
2016171027,18-Mar-16,18-Mar-16,18-Mar-16,2420 S COLORADO BLVD,3157568,1670426,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",university-hills
20135004083,05-Dec-13,,05-Dec-13,2707 W 38TH AVE,3134692,1705492,1,111,2609,FRAUD - BY USE OF COMPUTER,All Other Crimes,"INDUSTRY",sunnyside
20151514,01-Jan-15,01-Jan-15,02-Jan-15,870 N NAVAJO ST,3139520,1691139,1,123,2206,BURGLARY - POSS. OF TOOLS,All Other Crimes,"INDUSTRY",lincoln-park
2013617118,24-Dec-13,24-Dec-13,24-Dec-13,3955 N ONEIDA ST,3166432,1706593,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",northeast-park-hill
20146006522,18-Jul-14,19-Jul-14,19-Jul-14,6300 E HAMPDEN AVE,3164363,1662952,3,323,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"NON-INDUSTRY",hampden-south
2013618488,24-Dec-13,24-Dec-13,24-Dec-13,1640 N WILLOW ST,3172141,1695987,2,223,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",east-colfax
2015530490,13-Sep-15,13-Sep-15,13-Sep-15,2209 W 32ND AVE,3136866,1702905,1,113,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",highland
2015320168,09-Jun-15,,09-Jun-15,2568 S BROADWAY ST,3144350,1669345,3,313,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"NON-INDUSTRY",rosedale
2015351217,24-Jun-15,24-Jun-15,24-Jun-15,835 E 50TH AVE,3147226,1712486,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
2013573936,27-Nov-13,28-Nov-13,28-Nov-13,887 S BROADWAY ST,3143994,1680453,3,311,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"NON-INDUSTRY",baker
2016108561,20-Feb-16,20-Feb-16,20-Feb-16,1568 S FEDERAL BLVD,3133861,1675958,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",ruby-hill
201358667,04-Feb-13,05-Feb-13,05-Feb-13,2438 LARIMER ST,3144248,1701084,6,612,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",five-points
201348828,30-Jan-13,30-Jan-13,30-Jan-13,20372 E 40TH PL,3210589,1706672,5,513,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",gateway-green-valley-ranch
2015336116,17-Jun-15,17-Jun-15,17-Jun-15,5140 N CLARKSON ST,3147033,1713064,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
2014164303,02-Apr-14,02-Apr-14,02-Apr-14,4620 N PEORIA ST,3183815,1709739,5,512,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",montbello
2013471031,30-Sep-13,,30-Sep-13,550 N ALTON WAY,3174900,1689147,3,321,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",lowry-field
2014286595,05-Jun-14,05-Jun-14,05-Jun-14,1300 N ADAMS ST,3155218,1693801,2,213,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",congress-park
2015355741,26-Jun-15,26-Jun-15,26-Jun-15,4124 N SHERIDAN BLVD,3125672,1706910,1,111,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,"NON-INDUSTRY",berkeley
2013625309,29-Dec-13,,29-Dec-13,970 N LINCOLN ST,3144639,1691795,6,623,1202,ROBBERY - BUSINESS,Robbery-Business,"INDUSTRY",capitol-hill
2016128409,29-Feb-16,29-Feb-16,29-Feb-16,6858 E EVANS AVE,3166312,1672406,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",goldsmith
2013459066,24-Sep-13,24-Sep-13,24-Sep-13,1201 W CUSTER PL,3140182,1682761,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
2015680760,21-Nov-15,21-Nov-15,21-Nov-15,2675 W 38TH AVE,3134819,1705508,1,111,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sunnyside
201470024,10-Feb-14,10-Feb-14,10-Feb-14,4690 N BRIGHTON BLVD,3149975,1710084,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2013620951,27-Dec-13,,27-Dec-13,W 9TH AVE / N VALLEJO ST,3137020,1691536,1,123,7399,PUBLIC ORDER CRIMES - OTHER,All Other Crimes,"INDUSTRY",lincoln-park
2015673932,18-Nov-15,18-Nov-15,18-Nov-15,7289 E HAMPDEN AVE,3167907,1663479,3,323,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",hampden
201358228,04-Feb-13,04-Feb-13,05-Feb-13,501 N RARITAN WAY,3137832,1689157,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",baker
2014185907,12-Apr-14,13-Apr-14,13-Apr-14,4 S SANTA FE DR,3141171,1686159,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",baker
2012313463,14-Jul-12,14-Jul-12,14-Jul-12,5670 E EVANS AVE,3162914,1672392,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",goldsmith
2015561946,26-Sep-15,26-Sep-15,27-Sep-15,2645 S SANTA FE DR,3141468,1668820,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
2014619701,21-Nov-14,21-Nov-14,21-Nov-14,395 N YUMA ST,3136294,1688197,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
2013484587,08-Oct-13,08-Oct-13,08-Oct-13,4414 N VINE ST,3151174,1708722,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2013127272,07-Dec-12,21-Feb-13,19-Mar-13,4571 N IVY ST,3162941,1709422,2,221,2399,THEFT - OTHER,Larceny,"INDUSTRY",northeast-park-hill
2014244236,14-May-14,14-May-14,14-May-14,4125 N ELATI ST,3142294,1706924,1,112,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",globeville
2013615516,23-Dec-13,23-Dec-13,23-Dec-13,4690 N BRIGHTON BLVD,3149975,1710084,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2012561455,04-Dec-12,,04-Dec-12,4500 BLOCK N WASHINGTON ST,3146519,1708969,1,112,1315,MENACING - FELONY W/WEAP,Agg ASLT-Firearm,"NON-INDUSTRY",globeville
2013114836,12-Mar-13,12-Mar-13,12-Mar-13,1255 S HURON ST,3141538,1678026,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",ruby-hill
2013428608,02-Sep-13,,07-Sep-13,1931 S TEJON ST,3137442,1673537,4,422,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,"NON-INDUSTRY",college-view-south-platte
20136001199,02-Feb-13,02-Feb-13,02-Feb-13,2895 S HIGH ST,3150431,1667309,3,313,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"NON-INDUSTRY",university
2015742621,23-Dec-15,23-Dec-15,23-Dec-15,695 N BRYANT ST,3135289,1690059,1,122,5707,CRIMINAL TRESPASSING,All Other Crimes,"INDUSTRY",sun-valley
2015706945,05-Dec-15,,05-Dec-15,N TAMARAC ST / E COLFAX AVE,3170067,1695048,2,223,2404,THEFT - OF MOTOR VEHICLE,Auto Theft,"NON-INDUSTRY",east-colfax
2012184828,04-May-12,04-May-12,04-May-12,4101 E WESLEY AVE,3157833,1670764,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",university-hills
2012193384,08-May-12,,08-May-12,2300 LAWRENCE ST,3144043,1700323,6,611,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",five-points
2012195187,09-May-12,09-May-12,10-May-12,1500 BLOCK N OSCEOLA ST / / N PERRY ST,3129906,1695092,1,121,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",west-colfax
201517080,09-Jan-15,09-Jan-15,09-Jan-15,2028 E COLFAX AVE,3151143,1694813,6,622,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",cheesman-park
2015383404,08-Jul-15,08-Jul-15,08-Jul-15,735 W BAYAUD AVE,3141360,1685867,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",baker
201250713,06-Feb-12,07-Feb-12,07-Feb-12,7801 E COLFAX AVE,3169510,1695148,2,223,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",east-colfax
2014277269,31-May-14,31-May-14,31-May-14,1211 S QUEBEC WAY,3168208,1678222,3,322,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",washington-virginia-vale
2012596947,29-Jun-12,01-Jul-12,27-Dec-12,4 S SANTA FE DR,3141171,1686159,3,311,2399,THEFT - OTHER,Larceny,"INDUSTRY",baker
2014311723,18-Jun-14,18-Jun-14,18-Jun-14,7755 E QUINCY AVE,3169240,1658522,3,323,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",hampden-south
201386146,22-Feb-13,22-Feb-13,22-Feb-13,1865 S ACOMA ST,3143812,1674001,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
2013139288,27-Mar-13,28-Mar-13,28-Mar-13,777 N CANOSA CT,3134946,1690779,1,122,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",sun-valley
2012601671,30-Dec-12,30-Dec-12,30-Dec-12,6858 E EVANS AVE,3166312,1672406,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",goldsmith
2012504168,26-Oct-12,29-Oct-12,29-Oct-12,3225 E 42ND AVE,3154943,1707779,2,212,2999,CRIMINAL MISCHIEF - MTR VEH,Criminal Mischief-Vehicle,"INDUSTRY",elyria-swansea
2012528763,13-Nov-12,13-Nov-12,13-Nov-12,5515 N TULSA WAY,3185781,1714847,5,512,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",montbello
201499873,26-Feb-14,26-Feb-14,26-Feb-14,9700 E ILIFF AVE,3176311,1670689,3,323,2308,THEFT - FROM BLDG,Larceny,"NON-INDUSTRY",hampden
2015242578,03-May-15,03-May-15,03-May-15,E COLFAX AVE / N COOK ST,3155322,1694953,2,213,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",congress-park
2012510833,02-Nov-12,02-Nov-12,02-Nov-12,543 N BRYANT ST,3135294,1689181,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
201429889,18-Jan-14,18-Jan-14,18-Jan-14,1445 S PEARL ST,3146125,1676779,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",platt-park
2014323250,23-Jun-14,24-Jun-14,24-Jun-14,5098 N PARIS ST,3183080,1713539,5,511,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",montbello
201458037,03-Feb-14,03-Feb-14,03-Feb-14,2420 S COLORADO BLVD,3157568,1670426,3,313,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",university-hills
2014417594,10-Aug-14,10-Aug-14,10-Aug-14,6858 E EVANS AVE,3166312,1672406,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",goldsmith
2014129930,14-Mar-14,14-Mar-14,14-Mar-14,1346 W CEDAR AVE,3139304,1684887,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
201231972,24-Jan-12,24-Jan-12,24-Jan-12,155 S PECOS ST,3138861,1685187,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
201269667,20-Feb-12,20-Feb-12,20-Feb-12,4480 W NEVADA PL,3127798,1683928,4,412,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,"NON-INDUSTRY",westwood
2013109702,08-Mar-13,08-Mar-13,08-Mar-13,1421 S GRANT ST,3145122,1676889,3,313,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",platt-park
201299464,11-Mar-12,11-Mar-12,11-Mar-12,5101 E COLFAX AVE,3160761,1695051,2,222,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",south-park-hill
2014187952,03-Mar-14,,14-Apr-14,4 S SANTA FE DR,3141171,1686159,3,311,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",baker
2013427243,06-Sep-13,06-Sep-13,06-Sep-13,16TH ST / CALIFORNIA ST,3142790,1696716,6,611,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",cbd
2012127850,29-Mar-12,29-Mar-12,29-Mar-12,2262 S BROADWAY ST,3144351,1671325,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",rosedale
2015202896,14-Apr-15,14-Apr-15,14-Apr-15,1332 S CHEROKEE ST,3143338,1677553,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
2014295824,10-Jun-14,10-Jun-14,10-Jun-14,6858 E EVANS AVE,3166312,1672406,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",goldsmith
2013628003,19-Nov-13,31-Dec-13,31-Dec-13,13400 E ALBROOK DR,3186238,1708675,5,512,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",montbello
2015383256,07-Jul-15,08-Jul-15,08-Jul-15,6853 LEETSDALE DR,3166373,1680902,3,321,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",washington-virginia-vale
2013500529,17-Oct-13,,17-Oct-13,4042 E BATAVIA PL,3157590,1695760,2,222,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,"NON-INDUSTRY",south-park-hill
2013603282,15-Dec-13,15-Dec-13,16-Dec-13,2251 S BROADWAY ST,3144110,1671448,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
2014558417,20-Oct-14,,20-Oct-14,4900 BLOCK N BLACKHAWK WAY,3187910,1711722,5,512,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",montbello
2015200687,13-Apr-15,,13-Apr-15,1100 BLOCK E COLFAX AVE,3148028,1694838,6,623,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",capitol-hill
2014150699,24-Mar-14,24-Mar-14,24-Mar-14,3801 N JASON ST,3140598,1705540,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sunnyside
2013556880,16-Nov-13,16-Nov-13,18-Nov-13,1828 E 36TH AVE,3150379,1704606,2,211,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,"NON-INDUSTRY",cole
2014140417,18-Mar-14,18-Mar-14,19-Mar-14,330 S DAYTON ST,3175842,1683494,3,321,2399,THEFT - OTHER,Larceny,"INDUSTRY",windsor
20126005263,13-Jul-12,13-Jul-12,16-Jul-12,2635 WELTON ST,3146524,1700038,2,211,2399,THEFT - OTHER,Larceny,"INDUSTRY",five-points
2012105932,12-Mar-12,12-Mar-12,15-Mar-12,1660 E 40TH AVE,3149731,1706807,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",cole
2012121036,24-Mar-12,,24-Mar-12,1499 N BROADWAY ST,3144130,1694794,6,611,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",civic-center
201327488,17-Jan-13,17-Jan-13,17-Jan-13,114 W BAYAUD AVE,3143398,1685611,3,311,2308,THEFT - FROM BLDG,Larceny,"INDUSTRY",baker
2012556402,01-Dec-12,01-Dec-12,01-Dec-12,2748 W ALAMEDA AVE,3134512,1684157,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
2015687783,24-Nov-15,24-Nov-15,24-Nov-15,1555 N LAFAYETTE ST,3148688,1695242,6,622,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",city-park-west
2012513454,03-Nov-12,03-Nov-12,03-Nov-12,2000 S DAHLIA ST,3160167,1673118,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",virginia-village
201431577,19-Jan-14,19-Jan-14,19-Jan-14,5194 N WASHINGTON ST,3146706,1713375,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
2012179831,01-May-12,01-May-12,01-May-12,3525 S TAMARAC DR,3169186,1663048,3,323,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",hampden-south
2012181513,01-May-12,02-May-12,02-May-12,2777 S COLORADO BLVD,3157354,1667895,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",wellshire
2013281893,21-Jun-13,21-Jun-13,21-Jun-13,8525 E HAMPDEN AVE,3172035,1663662,3,323,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",hampden
2013212559,12-May-13,12-May-13,12-May-13,310O BLOCK N COLORADO BLVD,3157429,1688090,3,321,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",hilltop
2012197974,11-May-12,11-May-12,11-May-12,4558 N BISCAY ST,3206229,1709567,5,513,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",gateway-green-valley-ranch
2013313926,07-Jul-13,07-Jul-13,08-Jul-13,424 N LIPAN ST,3140367,1688657,3,311,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",baker
2013615526,23-Dec-13,23-Dec-13,23-Dec-13,3995 E 50TH AVE,3156921,1712528,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
2012119198,22-Mar-12,22-Mar-12,22-Mar-12,3301 E 42ND AVE,3155008,1707742,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
201314741,09-Jan-13,10-Jan-13,10-Jan-13,2324 E MLK BLVD,3152069,1702842,2,213,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",skyland
2012179859,01-May-12,01-May-12,01-May-12,3525 S TAMARAC DR,3169186,1663048,3,323,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",hampden-south
2013370130,07-Aug-13,07-Aug-13,07-Aug-13,2210 W GILL PL,3136809,1681866,4,412,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",athmar-park
2012199259,12-May-12,,12-May-12,4925 N FEDERAL BLVD,3133326,1711573,1,111,1202,ROBBERY - BUSINESS,Robbery-Business,"INDUSTRY",regis
2012127752,29-Mar-12,29-Mar-12,29-Mar-12,2291 S KALAMATH ST,3140449,1671192,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",college-view-south-platte
201690330,12-Feb-16,12-Feb-16,12-Feb-16,2193 W EVANS AVE,3137109,1672567,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",college-view-south-platte
2012114409,20-Mar-12,,20-Mar-12,S BROADWAY ST / W ILIFF AVE,3144238,1671114,3,313,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"NON-INDUSTRY",overland
2012313890,14-Jul-12,,14-Jul-12,2000 S ACOMA ST,3143978,1673024,3,313,2399,THEFT - OTHER,Larceny,"INDUSTRY",overland
2013336765,18-Jul-13,19-Jul-13,20-Jul-13,835 E 50TH AVE,3147226,1712486,1,112,2308,THEFT - FROM BLDG,Larceny,"INDUSTRY",globeville
2013380307,13-Aug-13,,13-Aug-13,5523 N BILLINGS ST,3189432,1714451,5,512,1313,ASSAULT - SIMPLE,Simple Assault,"NON-INDUSTRY",montbello
2014188680,14-Apr-14,15-Apr-14,15-Apr-14,788 N VALLEJO ST,3136962,1690772,1,123,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",lincoln-park
2013612124,20-Dec-13,20-Dec-13,20-Dec-13,4 S SANTA FE DR,3141171,1686159,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",baker
2013286991,24-Jun-13,24-Jun-13,24-Jun-13,819 N STUART ST,3128525,1691030,1,122,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",villa-park
2012192389,07-May-12,08-May-12,08-May-12,3867 N TENNYSON ST,3128077,1705807,1,111,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",berkeley
2013246203,01-Jun-13,01-Jun-13,01-Jun-13,1015 W EVANS AVE,3140803,1672548,4,422,2308,THEFT - FROM BLDG,Larceny,"INDUSTRY",college-view-south-platte
2013301920,01-Jul-13,01-Jul-13,02-Jul-13,5130 E COLFAX AVE,3161074,1694856,2,222,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",hale
201350669,31-Jan-13,,31-Jan-13,4751 E 46TH AVE,3159478,1709751,2,221,2399,THEFT - OTHER,Larceny,"INDUSTRY",northeast-park-hill
201280556,27-Feb-12,27-Feb-12,27-Feb-12,2511 17TH ST,3138243,1701952,1,113,2399,THEFT - OTHER,Larceny,"INDUSTRY",highland
2013165323,13-Apr-13,13-Apr-13,13-Apr-13,3221 N HIGH ST,3150386,1703081,2,211,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",cole
2012576145,13-Dec-12,13-Dec-12,13-Dec-12,5926 E COLFAX AVE,3163489,1694951,2,222,2399,THEFT - OTHER,Larceny,"INDUSTRY",montclair
2012576536,13-Dec-12,13-Dec-12,14-Dec-12,414 W 43RD AVE,3142560,1707699,1,112,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",globeville
2012577080,14-Dec-12,14-Dec-12,14-Dec-12,2070 S HURON ST,3141623,1672592,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
2012185451,04-May-12,04-May-12,04-May-12,1310 N WILLIAMS ST,3150277,1693818,6,622,2202,BURG/AUTO THEFT-RESD W/ FORCE,Burglary,"NON-INDUSTRY",cheesman-park
2012190718,07-May-12,,07-May-12,3702 W QUINCY AVE,3130781,1657675,4,423,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",fort-logan
2012190732,07-May-12,07-May-12,07-May-12,2707 W 38TH AVE,3134692,1705492,1,111,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sunnyside
20126003724,29-May-12,29-May-12,30-May-12,3215 E 42ND AVE,3154714,1707766,2,212,2399,THEFT - OTHER,Larceny,"INDUSTRY",elyria-swansea
20125001928,17-Apr-12,,17-Apr-12,155 N FEDERAL BLVD,3133487,1687235,4,411,2005,ARSON - BUSINESS,All Other Crimes,"INDUSTRY",barnum
201288816,04-Mar-12,04-Mar-12,04-Mar-12,2070 S MONACO ST,3165686,1672844,3,322,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,"NON-INDUSTRY",virginia-village
2013497879,15-Oct-13,15-Oct-13,15-Oct-13,3984 N MALTA ST,3213381,1706532,5,513,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",gateway-green-valley-ranch
2013201956,06-May-13,,06-May-13,2438 LARIMER ST,3144248,1701084,6,612,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",five-points
